company_name,date_certified,industry,industry_category,country,state,city,sector,size,website
BAÛBO,2024-03-05,Personal care products,Retail,France,Paris,Paris,Wholesale/Retail,1-9,www.baubo.fr
This is Jungle Limited,2023-08-02,Other install & construction,"Real estate, design & building",United Kingdom,London Borough of Hackney,London,Service with Significant Environmental Footprint,0,Thisisjungle.com
SmartFish,2024-03-05,Food products,Retail,Mexico,Mexico City,Mexico,Wholesale/Retail,10-49,smartfish.mx
ECO2LIBRIUM,2024-11-23,Machinery & equipment,Retail,Kenya,Kakamega County,Kakamega,Wholesale/Retail,10-49,www.eco2librium.net
imageMILL,2023-07-23,"Film, TV & music production","Arts, entertainment & recreation",Japan,Tokyo,Tokyo,Service,1-9,www.imagemill.jp/language/en/en-home
Rota&Jorfida srl società benefit,2024-08-09,Advertising & market research,Professional & technical services,Italy,Lombardy,Milano,Service,1-9,rotajorfida.com
Studio Henk,2023-01-23,Furniture,Retail,Netherlands The,Noord Holland,Amsterdam,Wholesale/Retail,10-49,www.studio-henk.nl
Project Reef,2023-02-02,Personal care products,Wholesale,United States,Hawaii,Kihei,Wholesale/Retail,1-9,projectreef.com
Jamie Oliver Group Limited,2024-01-31,Restaurants & food service,Accommodation & food service,United Kingdom,United Kingdom,London,Service,50-249,www.jamieolivergroup.com
Soanua Limited (t/a Rise & Fall),2024-02-20,General retail via Internet,Retail,United Kingdom,London Borough of Brent,London,Wholesale/Retail,10-49,www.riseandfall.co
VEJA,2024-05-02,Apparel,Wholesale,France,Île-de-France,Paris,Wholesale/Retail,50-249,https://project.veja-store.com/fr
Staark Cycling Ltd,2022-04-11,Sports goods,Retail,United Kingdom,London Borough of Camden,London,Wholesale/Retail,1-9,www.staark.cc
Wild Labs SpA,2023-08-11,Cleaning products,Retail,Chile,Santiago Metropolitan Region,Santiago,Wholesale/Retail,1-9,www.casa-nativa.cl
Morgan Latif,2024-03-04,"Other professional, scientific & tech",Professional & technical services,United Kingdom,City of Westminster,London,Service,10-49,www.morganlatif.com
Bird & Blend Tea Ltd.,2022-10-07,Food products,Retail,United Kingdom,East Sussex,Goring-by-Sea,Wholesale/Retail,50-249,www.birdandblend.com
CarTrawler,2024-05-16,Software publishing and SaaS platforms,"Information, communication & technology",Ireland,County Dublin,Dublin,Service,250-999,https://cartrawler.com/ct/en-gb/
MOTOCARD,2022-12-12,Sports goods,Retail,Spain,Catalonia,Barcelona,Wholesale/Retail,50-249,motocard.com
REAL Fundraising,2022-03-23,Membership organizations,Other services,United Kingdom,London Borough of Tower Hamlets,London,Service,50-249,www.realfundraising.org
Wave Refrigeration,2024-03-26,Engineering,Professional & technical services,United Kingdom,Calderdale,Halifax,Service,10-49,wave-refrigeration.com
"Ash Creek Forest Management, LLC",2023-01-26,Other personal services,Other services,United States,Oregon,Tigard,Service,10-49,www.ashcreekforestry.org
Renais,2024-09-23,Beverages,Retail,United Kingdom,Oxfordshire,Poole,Wholesale/Retail,1-9,https://www.renais.co.uk/
Hotel Vilar S.A.S BIC,2023-06-21,Accommodation,Accommodation & food service,Colombia,Cundinamarca Department,Bogotá,Service with Significant Environmental Footprint,10-49,www.hotelvilaramerica.com
BioCarbon Partners Limited,2024-12-10,Non-residential social work,Human health & social work,Zambia,Lusaka Province,Lusaka,Service,250-999,https://bcp.earth/
Liberty Hygiene Limited,2024-11-25,Facilities & cleaning services,Administrative & support services,United Kingdom,United Kingdom,Rayleigh,Service with Significant Environmental Footprint,10-49,www.libertyhygiene.com
Orchestrate Technologies,2023-08-24,"Other professional, scientific & tech",Professional & technical services,United States,Ohio,Reading,Service,1-9,www.orchestratetech.com
"Newly, Inc.",2023-02-01,Other retail sale,Retail,United States,Tennessee,Nashville,Wholesale/Retail,0,newly.com
Impact Boom,2023-02-28,Education & training services,Education,Australia,Queensland,Red Hill,Service,0,www.impactboom.org
The Good Tee,2023-08-25,Apparel,Wholesale,Canada,Ontario,Toronto,Wholesale/Retail,0,www.thegoodtee.com
Gardens of the Sun,2023-01-31,Jewelry & related articles,Retail,Indonesia,Bali,Denpasar,Wholesale/Retail,10-49,www.gardensofthesun.com
Synergy Enterprises,2023-01-31,Environmental consulting,Professional & technical services,Canada,British Columbia,Victoria,Service,1-9,www.synergyenterprises.ca
NM2 - Tecnologia Ambiental Inovadora,2023-02-01,Water supply & treatment,Water & Sewerage,Brazil,São Paulo,São José dos Campos,Manufacturing,1-9,nm2.eco.br/
Hive Legal Pty Ltd,2023-12-18,Legal activities,Professional & technical services,Australia,Victoria,MELBOURNE,Service,10-49,www.hivelegal.com.au
Rvfin,2023-08-21,Jewelry & related articles,Retail,South Korea,North Gyeongsang Province,Sangju,Wholesale/Retail,10-49,www.marcoroho.com
International Business Sales & Services Corporation (IBSS Corp.),2023-10-20,Other info service activities,"Information, communication & technology",United States,Maryland,Silver Spring,Service,50-249,www.ibsscorp.com
SAVE THE DUCK S.p.A.,2023-07-12,Apparel,Retail,Italy,Lombardy,Milano,Wholesale/Retail,50-249,www.savetheduck.it
Amy's Kitchen,2024-08-07,Food products,Manufactured Goods,United States,California,Petaluma,Manufacturing,1000+,www.amys.com
"Fermenstation Co., Ltd.",2022-03-23,Personal care products,Manufactured Goods,Japan,Tokyo,Sumida,Manufacturing,1-9,fermenstation.co.jp/en
The Beautiful Truth Group,2023-02-24,"Film, TV & music production","Arts, entertainment & recreation",United Kingdom,City of London,London,Service,10-49,thebeautifultruthgroup.com
2nd Innings Handicrafts Pvt Ltd,2024-03-11,Apparel,Manufactured Goods,India,Maharashtra,Mumbai,Manufacturing,10-49,https://iwasasari.com
CR-Building Performance Specialists,2023-08-24,Environmental consulting,Professional & technical services,United States,Minnesota,Minneapolis,Service,1-9,cr-bps.com
Framework Training Limited,2023-02-06,"Other professional, scientific & tech",Professional & technical services,United Kingdom,Wiltshire,Aldbourne,Service,1-9,www.frameworktraining.co.uk
The Refill Shoppe,2024-09-17,Personal care products,Retail,United States,California,Ventura,Wholesale/Retail,1-9,www.therefillshoppe.com
Zanea Seaweed Co. LTD.,2024-04-11,Other retail sale,Retail,Tanzania,Dar es Salaam Region,Dar Es Salaam,Wholesale/Retail,10-49,Lisbeth.larsen@cpkelco.com
Silver Lining,2023-02-03,Advertising & market research,Professional & technical services,Australia,Victoria,Collingwood,Service,1-9,www.silver-lining.agency
"Wild Rye, PBC",2022-06-14,Apparel,Retail,United States,Idaho,Ketchum,Wholesale/Retail,1-9,www.wild-rye.com
U4L,2024-06-05,Solar panel installation,Energy,United Kingdom,Dorset,Bournemouth,Service,1-9,www.u4luk.com
Connected Asset Management,2023-07-14,Equity investing - Developed Markets,Financial & insurance activities,United Kingdom,City of London,London,Service,1-9,connected-am.com
Curaty Limited,2024-11-18,Arts & entertainment,"Arts, entertainment & recreation",United Kingdom,London Borough of Camden,London,Service,1-9,Curaty.co
Prota Fiori Public Benefit Corporation,2024-09-25,General retail via Internet,Retail,United States,New York,New York,Wholesale/Retail,0,www.protafiori.com
Plandent A/S,2023-10-04,Medical & dental supplies,Wholesale,Denmark,Region Zealand,Vallensbæk,Wholesale/Retail,50-249,www.plandent.dk
50th Parallel Public Relations Inc.,2023-05-07,Advertising & market research,Professional & technical services,Canada,British Columbia,Victoria,Service,1-9,https://www.50thparallelpr.com/
Barley Communications Limited,2023-07-07,Other info service activities,"Information, communication & technology",United Kingdom,London Borough of Camden,London,Service,10-49,https://barleycommunications.co.uk/
CTA Architects P.C.,2023-05-01,Architecture design & planning,"Real estate, design & building",United States,New York,New York,Service,50-249,https://www.ctaarchitects.com/
Change Finance,2023-10-20,Investment advising,Financial & insurance activities,United States,Virginia,Alexandria,Service,1-9,www.change-finance.com
Naturalpes,2023-01-24,Personal care products,Retail,Switzerland,Canton of Valais,Martigny,Wholesale/Retail,1-9,naturalpes.ch
L'écoline,2023-08-29,Pre- & primary education,Education,Switzerland,Canton of Vaud,Saint-Sulpice,Service with Significant Environmental Footprint,10-49,lecoline.ch
"RESIGHT Holdings, LLC",2023-08-29,Other install & construction,"Real estate, design & building",United States,Colorado,Denver,Service,1-9,www.resight-ai.com
Creative Contracts (Pty) Ltd,2023-08-29,Other info service activities,"Information, communication & technology",South Africa,Western Cape,Cape Town,Service,1-9,www.creative-contracts.com
Water Babies Group Limited,2023-02-16,Other sports,"Arts, entertainment & recreation",United Kingdom,Devon,Clyst St. Mary,Service with Significant Environmental Footprint,10-49,www.waterbabies.co.uk
Earth Squared Ltd,2023-02-16,Other/general wholesale trade,Wholesale,United Kingdom,Scotland,North Berwick,Wholesale/Retail,1-9,www.earthsquared.com
RACER,2023-02-16,Textiles,Retail,France,Provence-Alpes-Côte d'Azur,Salon de Provence,Wholesale/Retail,10-49,www.racergloves.com/fr
Aninsu UG (haftungsbeschränkt),2023-08-29,Personal care products,Retail,Germany,Berlin,Berlin,Wholesale/Retail,0,www.aninsu.de
"Evrnu, SPC",2023-02-09,Scientific R&D,Professional & technical services,United States,Washington,Seattle,Service,10-49,www.evrnu.com
We Are Caring Pte Ltd,2023-02-10,Employment placement & HR,Administrative & support services,Singapore,Singapore,Singapore,Service,1-9,www.wearecaring.com/about
Genética del Este S.A.,2023-04-03,Animal Production,"Agriculture, forestry & fishing",Argentina,Buenos Aires Province,Ciudad Autonoma de Buenos Aires,Manufacturing,10-49,geneticadeleste.com.ar
Moth Drinks Ltd,2023-08-30,Beverages,Retail,United Kingdom,United Kingdom,London,Wholesale/Retail,10-49,https://mothdrinks.com/
XCOM Comunicação e Marketing,2024-04-30,Other info service activities,"Information, communication & technology",Brazil,São Paulo,São Paulo,Service,10-49,https://xcom.net.br
WeWard,2024-11-27,Other personal services,Other services,France,Paris,Paris,Service,10-49,https://www.wewardapp.com/
Grupo Amoblé,2023-08-09,Furniture,Retail,Chile,Santiago Metropolitan Region,Santiago,Wholesale/Retail,50-249,forastero.life/; amoble.cl
CLINITEX PROPRETE,2024-12-04,Facilities & cleaning services,Administrative & support services,France,Hauts-de-France,Villeneuve D'Ascq,Service with Significant Environmental Footprint,1000+,www.clinitex.fr
We Are Family London,2023-08-29,Other personal services,Other services,United Kingdom,London Borough of Hackney,London,Service,10-49,www.wearefamilylondon.com
Big fish design ltd,2022-08-08,Advertising & market research,Professional & technical services,United Kingdom,London,London,Service,10-49,Www.bigfish.co.uk
Raise,2024-03-18,Employment placement & HR,Administrative & support services,Canada,Ontario,Oakville,Service,250-999,https://raiserecruiting.com/
Verdane Advisors Holding AS,2023-05-04,Equity investing - Developed Markets,Financial & insurance activities,Norway,Oslo,Oslo,Service,50-249,verdane.com
Entyce Creative,2023-08-29,Spec design (non-building),Professional & technical services,United Kingdom,Cheshire West and Chester,Chester,Service,10-49,https://entyce-creative.com/
Beinghuman Ltd.,2023-08-09,Arts & entertainment,"Arts, entertainment & recreation",United Kingdom,London Borough of Hackney,London,Service,1-9,www.beinghuman.com
Quiip,2021-11-04,Social networks & info sharing,"Information, communication & technology",Australia,New South Wales,Surry Hills,Service,1-9,www.quiip.com.au
Coaction Specialty Insurance,2023-02-15,Non-life insurance,Financial & insurance activities,United States,New Jersey,Morristown,Service,250-999,www.coactionspecialty.com
Petalon Limited,2023-02-15,Growing non-perennial crops,"Agriculture, forestry & fishing",United Kingdom,Cornwall,Rejerrah,Agriculture/Growers,10-49,petalon.co.uk
Carterwood Limited,2024-02-14,"Other professional, scientific & tech",Professional & technical services,United Kingdom,Somerset,Bristol,Service,10-49,www.carterwood.co.uk
GreenBig,2024-10-22,Machinery & equipment,Wholesale,France,Normandy,Rouen,Wholesale/Retail,10-49,www.greenbig.com/
Unifrog Education Ltd,2023-02-16,Other education,Education,United Kingdom,London Borough of Hackney,London,Service,50-249,www.unifrog.org
Huella Verde,2024-10-04,Facilities & cleaning services,Administrative & support services,Ecuador,Pichincha Province,Quito,Service with Significant Environmental Footprint,10-49,www.huellaverde.com.ec
Aristar Financial Consulting Ltd,2023-05-13,Other financial services,Financial & insurance activities,United Kingdom,Surrey,Guildford,Service,10-49,www.aristarconsulting.co.uk
OMGEVING,2024-04-04,Architecture design & planning,"Real estate, design & building",Belgium,Flanders,Antwerp,Service,50-249,www.omgeving.be
Norman Rourke Pryme,2024-03-12,"Other professional, scientific & tech",Professional & technical services,United Kingdom,London Borough of Southwark,London,Service,50-249,https://www.nrpltd.com/
Animana,2024-12-11,Textiles,Retail,Argentina,Autonomous City Of Buenos Aires,Ciudad Autónoma de Buenos Aires,Wholesale/Retail,1-9,www.animanaonline.com.ar
Vital Proteins LLC,2022-11-17,Food products,Retail,United States,Illinois,Chicago,Wholesale/Retail,250-999,www.vitalproteins.com
Thomson & Scott Ltd,2023-02-06,Beverages,Wholesale,United Kingdom,England,London,Wholesale/Retail,1-9,www.noughtyaf.com
DOS & Co.,2023-11-02,Legal activities,Professional & technical services,United Kingdom,City of London,London,Service,1-9,www.dos.co
Districol,2023-10-04,Financial transaction processing,Financial & insurance activities,Colombia,Antioquia Department,Medellín,Service,10-49,https://corresponsaldistricol.com/
Joanie Ltd,2023-08-21,Apparel,Retail,United Kingdom,Manchester,Manchester,Wholesale/Retail,10-49,www.joanieclothing.com
Plend,2024-04-14,Other credit - Developed Markets,Financial & insurance activities,United Kingdom,London Borough of Tower Hamlets,London,Service,10-49,plend.co.uk
"Measure To Improve, LLC",2023-02-28,Environmental consulting,Professional & technical services,United States,California,Salinas,Service,1-9,www.measuretoimprovellc.com
"OverDrive, Inc.",2020-12-18,Mobile applications,"Information, communication & technology",United States,Ohio,Cleveland,Service,250-999,overdrive.com
Elicit Plant,2024-10-31,Scientific R&D,Professional & technical services,France,Nouvelle-Aquitaine,Vilhonneur,Service with Significant Environmental Footprint,50-249,www.elicit-plant.com
Ballentine Partners,2023-06-07,Investment advising,Financial & insurance activities,United States,Massachusetts,Boston,Service,50-249,https://ballentinepartners.com/
Sparta Global Limited,2023-02-21,Other info service activities,"Information, communication & technology",United Kingdom,City of London,London,Service,250-999,www.spartaglobal.com
ENGIE Rassembleurs d'Energies,2023-02-21,Equity investing - Emerging Markets,Financial & insurance activities,France,Paris,Courbevoie,Service,1-9,engierassembleursdenergies.com
Green-Got,2024-03-29,Other financial services,Financial & insurance activities,France,Île-de-France,NEUILLY-SUR-SEINE,Service,10-49,https://green-got.com
Pink Gellac,2024-08-29,Personal care products,Manufactured Goods,Netherlands The,North Holland,Hilversum,Manufacturing,50-249,www.pinkgellac.com
Bare Kind,2023-10-09,Apparel,Retail,United Kingdom,Kent,Maidstone,Wholesale/Retail,1-9,www.barekind.com
Sprints,2023-11-24,Equity investing - Developed Markets,Financial & insurance activities,United Kingdom,City of Westminster,London,Service,10-49,www.sprints.com
Costadoro S.p.A.,2023-03-21,Food products,Manufactured Goods,Italy,Metropolitan City of Turin,Torino,Manufacturing,50-249,https://costadoro.it/
Don Baez - MONTELAN SA,2023-01-23,Textiles,Manufactured Goods,Uruguay,Montevideo Department,Montevideo,Manufacturing,1-9,www.donbaez.com
Torani,2023-02-27,Food products,Manufactured Goods,United States,California,San Leandro,Manufacturing,250-999,torani.com
Mercuri LLP,2022-12-16,Equity investing - Developed Markets,Financial & insurance activities,United Kingdom,London Borough of Islington,London,Service,1-9,www.mercuri.vc
Oh! Seeds,2023-05-22,Other retail sale,Retail,Chile,Santiago Metropolitan Region,santiago,Wholesale/Retail,1-9,www.ohseeds.cl
Uomo & Ambiente S.r.l. Società Benefit,2022-08-18,Management consultant - for-profits,Professional & technical services,Italy,Torino,Torino,Service,10-49,www.uomoeambiente.com
Special Projects,2023-02-27,Mobile applications,"Information, communication & technology",United Kingdom,London Borough of Richmond upon Thames,London,Service,1-9,www.specialprojects.studio
EdOps,2023-06-23,"Other professional, scientific & tech",Professional & technical services,United States,District of Columbia,Washington,Service,50-249,www.ed-ops.com
Freepackers,2024-03-21,Travel agency & related,Administrative & support services,Spain,Catalonia,Barcelona,Service,1-9,https://freepackers.com/fr/
Sunspot Energy Inc. (o/a Spark Possibilities),2024-03-13,Solar panel installation,Energy,Kenya,Nairobi,Nairobi,Service with Significant Environmental Footprint,10-49,www.sparkpossibilities.com
Brigo srl,2024-02-27,Postal & courier activities,Transportation & storage,Italy,Piedmont,Torino,Service with Significant Environmental Footprint,10-49,www.brigo.green
The Craftory,2023-03-27,Equity investing - Developed Markets,Financial & insurance activities,United Kingdom,United Kingdom,London,Service,10-49,www.thecraftory.io
"Inspiro Tequila, LLC",2023-08-09,Beverages,Wholesale,United States,Illinois,Northbrook,Wholesale/Retail,1-9,www.inspirotequila.com
Microcomms Professional Services,2024-04-08,Telecommunications,"Information, communication & technology",United Kingdom,United Kingdom,Truro,Service,10-49,https://www.microcomms.co.uk/
TRFF Ltd T/A Wildfarmed,2024-02-02,Food products,Wholesale,United Kingdom,City of Westminster,London,Wholesale/Retail,10-49,wildfarmed.co.uk
Wippie,2023-03-29,Computer programming services,"Information, communication & technology",Argentina,Córdoba Province,Córdoba,Service,1-9,www.wippie.io
char.gy,2024-10-23,Other renewable energy installation,Energy,United Kingdom,City of London,London,Service with Significant Environmental Footprint,50-249,www.char.gy
Colart,2023-05-17,Chemicals & chemical products,Manufactured Goods,United Kingdom,London Borough of Hammersmith and Fulham,London,Manufacturing,250-999,www.colart.com
Cobry Ltd,2023-03-01,Data processing & hosting,"Information, communication & technology",United Kingdom,Glasgow,Glasgow,Service,10-49,www.cobry.co.uk
Woola OÜ,2023-05-05,Other manufacturing,Manufactured Goods,Estonia,Harju County,Tallinn,Manufacturing,10-49,woola.io
Vanilla Mozi,2023-11-20,Personal care products,Retail,Australia,Queensland,Sunshine Beach,Wholesale/Retail,1-9,www.vanillamozi.com
Jump in Puddles Consultancy,2024-03-08,Management consultant - nonprofits,Professional & technical services,United Kingdom,Oxfordshire,Oxford,Service,0,www.jumpinpuddles.co.uk
"Browder Family Dentistry, PLLC, DBA Westport Family Dental",2022-04-29,Medical & dental practice,Human health & social work,United States,Connecticut,Westport,Service with Significant Environmental Footprint,1-9,www.westportfamilydental.com
Teaology Skincare Italy,2022-07-28,Personal care products,Wholesale,Italy,Lombardy,Monza,Wholesale/Retail,1-9,www.teaologyskincare.com
Hibou soc Coop,2024-03-17,"Libraries, museums & culture","Arts, entertainment & recreation",Italy,Metropolitan City of Bologna,Imola,Service,1-9,www.hiboucoop.it
Swell Impact Brands,2024-03-26,Management consultant - for-profits,Professional & technical services,Canada,Nova Scotia,Halifax,Service,0,www.swellimpactbrands.com
Creas Impacto Global SGEIC,2024-04-17,Equity investing - Developed Markets,Financial & insurance activities,Spain,Madrid,Madrid,Service,1-9,www.creas.es
"Excel Packaging, Inc.",2024-04-17,Other/general wholesale trade,Wholesale,United States,California,Irvine,Wholesale/Retail,10-49,www.excelpackaging.com
Only Today,2024-03-21,"Film, TV & music production","Arts, entertainment & recreation",United States,Oregon,Portland,Service,10-49,onlytoday.tv
Casebook PBC,2022-08-19,Software publishing and SaaS platforms,"Information, communication & technology",United States,New York,New York,Service,10-49,www.casebook.net
BARJANE International Group Limited,2024-10-07,Real estate development,"Real estate, design & building",France,Provence-Alpes-Côte d'Azur,Châteaunuef-le-Rouge,Service with Significant Environmental Footprint,50-249,www.barjane.com
ECOstyle Holding B.V.,2024-10-01,Other retail sale,Retail,Netherlands The,Friesland,Oosterwolde,Wholesale/Retail,50-249,www.ecostyle.nl
Liz Earle Beauty Co Ltd,2024-09-25,Personal care products,Retail,United Kingdom,Isle of Wight,Ryde,Wholesale/Retail,250-999,www.lizearle.com
Benjie of  Switzerland,2025-03-11,Apparel,Retail,Switzerland,Canton of Geneva,Genève,Wholesale/Retail,1-9,www.benjie.ch
Timirim,2023-03-09,Apparel,Wholesale,Brazil,São Paulo,São Paulo,Wholesale/Retail,0,www.timirim.com.br
Mentorloop,2023-03-11,Software publishing and SaaS platforms,"Information, communication & technology",Australia,Victoria,Melbourne,Service,10-49,www.mentorloop.com
Monpure Ltd,2024-05-04,Personal care products,Retail,United Kingdom,London Borough of Camden,London,Wholesale/Retail,10-49,www.monpure.com
Stanhope PLC,2023-03-10,Real estate development,"Real estate, design & building",United Kingdom,London Borough of Camden,London,Service with Significant Environmental Footprint,50-249,https://www.stanhopeplc.com/
Creative Chi Inc,2023-07-04,Social networks & info sharing,"Information, communication & technology",United States,Florida,Miami Beach,Service,1-9,createchi.com
Naço,2023-03-08,Architecture design & planning,"Real estate, design & building",France,Paris,paris,Service,10-49,www.naco.net
ThinK Wine Group,2023-03-20,Beverages,Retail,United Kingdom,Liverpool,Liverpool,Wholesale/Retail,1-9,www.thinkwinegroup.co.uk
VIDA Communities Inc.,2024-03-19,Real estate development,"Real estate, design & building",Canada,Nova Scotia,Halifax,Service with Significant Environmental Footprint,10-49,vidaliving.ca
Vancity Community Investment Bank,2022-03-29,Deposit bank - Developed Markets,Financial & insurance activities,Canada,Ontario,Toronto,Service,10-49,www.vancitycommunityinvestmentbank.ca
Rio Nuevo Chocolate,2023-03-10,Food products,Wholesale,United Kingdom,Cornwall,Penryn,Wholesale/Retail,1-9,www.rionuevochocolate.com
Original Consultants Ltd,2025-04-15,Telecommunications,"Information, communication & technology",United Kingdom,Gloucestershire,Cheltenham,Service,10-49,www.original.org.uk
Eco Concept Group,2022-06-30,Other/general wholesale trade,Wholesale,Netherlands The,South Holland,Nieuw-Beijerland,Wholesale/Retail,1-9,www.ecoconceptgroup.com
Frontier Networks Limited,2024-02-21,Construction,Construction,United Kingdom,East Riding of Yorkshire,Driffield,Manufacturing,10-49,www.frontiernetworks.co.uk
Hattiers Rum,2024-11-15,Beverages,Manufactured Goods,United Kingdom,Devon,Mothecombe,Manufacturing,1-9,Hattiers.com
GH Connective,2024-09-09,Engineering,Professional & technical services,France,Upper Normandy,Le Havre,Service,50-249,https://ghconnective.com/
Catalyst Partners,2022-07-25,Architecture design & planning,"Real estate, design & building",United States,Michigan,Grand Rapids,Service,10-49,www.catalyst-partners.com
Sustained Fun,2023-02-07,Games & toys,Retail,New Zealand,Canterbury Region,Christchurch,Wholesale/Retail,0,www.sustainedfun.com
Seesaw Studio,2023-08-17,Advertising & market research,Professional & technical services,Australia,Victoria,North Melbourne,Service,10-49,seesawstudio.com.au
PYTCH Agency,2023-03-29,Arts & entertainment,"Arts, entertainment & recreation",United Kingdom,City of Bristol,Bristol,Service with Significant Environmental Footprint,10-49,pytch.co.uk
Capim Santo,2023-08-08,Restaurants & food service,Accommodation & food service,Brazil,São Paulo,São Paulo,Service with Significant Environmental Footprint,50-249,restaurantecapimsanto.com.br
AdvantiKA GmbH,2021-07-07,Management consultant - for-profits,Professional & technical services,Switzerland,Zürich,Zurich,Service,0,www.advantika.ch
Freddie's Flowers,2023-04-20,Other retail sale,Retail,United Kingdom,England,London,Wholesale/Retail,250-999,www.freddiesflowers.com
Carbine Funds Management Pty Ltd,2023-12-15,Investment advising,Financial & insurance activities,Australia,Victoria,Cremorne,Service,1-9,www.carbinefm.com.au
Ingage Partners,2023-03-13,"Other professional, scientific & tech",Professional & technical services,United States,Ohio,Cincinnati,Service,50-249,ingagepartners.com
Amika,2023-03-13,Personal care products,Retail,United States,New York,Brooklyn,Wholesale/Retail,250-999,www.loveamika.com
IDfr,2023-03-13,Computer programming services,"Information, communication & technology",France,Bourgogne-Franche-Comté,BESANCON,Service,1-9,www.idfr.net
Lafes,2023-08-09,Personal care products,Retail,United States,Texas,Austin,Wholesale/Retail,1-9,lafes.com
Telic Advisory Limited,2022-08-22,Accounting & auditing,Professional & technical services,United Kingdom,London Borough of Harrow,London,Service,1-9,www.telic.co.uk
Grain,2022-01-29,Furniture,Manufactured Goods,United States,Washington,Bainbridge Island,Manufacturing,1-9,www.graindesign.com
Unplastify,2023-09-21,Environmental consulting,Professional & technical services,Argentina,Autonomous City Of Buenos Aires,Ciudad Autónoma de Buenos Aires,Service,10-49,https://www.unplastify.com/
Vox Pop Labs,2023-10-10,Computer programming services,"Information, communication & technology",Canada,Ontario,Hamilton,Service,1-9,www.voxpoplabs.com
"Eldorado Artesian Springs, Inc.",2023-03-14,Beverages,Manufactured Goods,United States,Colorado,Louisville,Manufacturing,50-249,www.eldoradosprings.com
Dreamore Ltd (trading as JustWears),2023-03-14,Textiles,Retail,United Kingdom,City of London,London,Wholesale/Retail,1-9,just-wears.com
Hightower,2023-05-25,Furniture,Manufactured Goods,United States,North Carolina,High Point,Manufacturing,50-249,https://hightower.design/
Gaston Chocolat ltd.,2022-05-03,Agricultural Processing,"Agriculture, forestry & fishing",Vanuatu,Shefa,Port Vila,Manufacturing,1-9,www.gastonchocolat.com
Mylk Made,2024-11-29,Food products,Manufactured Goods,New Zealand,Canterbury Region,Rangiora,Manufacturing,1-9,www.mylkmade.co.nz
1 People A/S,2024-03-09,Apparel,Retail,Denmark,Capital Region of Denmark,Copenhagen,Wholesale/Retail,10-49,www.1people.com
HR Rockstars,2024-08-23,Management consultant - nonprofits,Professional & technical services,United Kingdom,North Yorkshire,Harrogate,Service,1-9,www.hrrockstars.co.uk
Posada de las Aguilas,2024-07-11,Accommodation,Accommodation & food service,Argentina,Buenos Aires Province,Ezeiza,Service with Significant Environmental Footprint,10-49,posadadelasaguilas.com.ar
ecofi,2023-01-05,Other renewable energy installation,Energy,United States,Florida,Miami,Service with Significant Environmental Footprint,50-249,www.goecofi.com
SABARDA GRUPO TEXTIL SL,2023-03-17,Textiles,Wholesale,Spain,Basque Country,SAN SEBASTIAN,Wholesale/Retail,50-249,www.indiandcold.com
Handen Consultori­a,2025-03-08,Other business support,Administrative & support services,Mexico,Mexico City,Mexico,Service,0,handen.mx
Telos Impact,2023-01-11,Investment advising,Financial & insurance activities,Belgium,Brussels-Capital Region,Bruxelles,Service,10-49,www.telosimpact.com
Three Ships,2023-01-02,Other retail sale,Retail,Canada,Ontario,Toronto,Wholesale/Retail,1-9,www.threeshipsbeauty.com
Technord,2025-02-04,Engineering,Professional & technical services,Belgium,Hainaut,Tournai,Service,250-999,www.technord.com
Pretty Clever Studio Ltd,2023-04-03,Other info service activities,"Information, communication & technology",United Kingdom,Dorset,Bournemouth,Service,1-9,www.prettycleverstudio.com
Gerent,2023-03-27,Computer programming services,"Information, communication & technology",United States,Virginia,Herndon,Service,250-999,gerent.com
Digital4Better,2023-04-02,Computer programming services,"Information, communication & technology",France,Brittany,Rennes,Service,10-49,www.digital4better.com
Ojam Bullrich Flanzbaum,2023-03-20,Legal activities,Professional & technical services,Argentina,Autonomous City Of Buenos Aires,CABA,Service,10-49,www.ojambf.com
Ezytail,2025-02-27,Transportation support,Transportation & storage,France,Île-de-France,Grigny,Service with Significant Environmental Footprint,50-249,www.ezytail.com
DeVono,2023-09-08,"Other professional, scientific & tech",Professional & technical services,United Kingdom,London Borough of Camden,London,Service,10-49,www.devono.com
Includability - The Home of Inclusive Organisations,2023-03-21,Employment placement & HR,Administrative & support services,United Kingdom,Reading,Mortimer West End,Service,1-9,https://www.weareincludability.co.uk/
Drava Metais,2024-03-13,Other manufacturing,Manufactured Goods,Brazil,São Paulo,São Paulo,Manufacturing,50-249,www.drava.com.br
GR Algodon Organico Peru,2023-03-21,Agricultural Processing,"Agriculture, forestry & fishing",Peru,San Martín,Juanjui,Agriculture/Growers,10-49,https://www.linkedin.com/company/gr-algodon-organico-peru/
Intelligent Futures,2023-04-24,"Other professional, scientific & tech",Professional & technical services,Canada,Alberta,Calgary,Service,1-9,www.intelligentfutures.ca
P.L.A.Y. Pet Lifestyle and You Inc.,2023-03-24,Other/general wholesale trade,Wholesale,United States,California,San Francisco,Wholesale/Retail,10-49,www.petplay.com
BeatBox Beverages,2023-06-21,Beverages,Wholesale,United States,Texas,Austin,Wholesale/Retail,50-249,beatboxbeverages.com
Flatiron Energy,2024-03-08,Other renewable energy installation,Energy,United States,Colorado,Boulder,Service,1-9,www.flatiron.energy
