company_name,date_certified,industry,industry_category,country,state,city,sector,size,website
Bamboo Clothing,2023-06-21,Apparel,Retail,United Kingdom,Devon,Plymouth,Wholesale/Retail,50-249,bambooclothing.co.uk
MTHK Limited,2023-03-09,General retail via Internet,Retail,United Kingdom,London Borough of Islington,London,Wholesale/Retail,0,https://mthk.com/
Montlimart,2023-06-30,Apparel,Retail,France,Pays de la Loire,Saint-Pierre-Montlimart,Wholesale/Retail,1-9,https://www.montlimart.com/
Pow Food,2023-02-08,Event catering & related,Accommodation & food service,United Kingdom,London Borough of Brent,London,Service with Significant Environmental Footprint,10-49,www.powfood.co.uk
FOOD for SKIN,2023-03-09,Personal care products,Retail,Netherlands The,North Holland,Amsterdam,Wholesale/Retail,0,www.foodforskin.care
ChicP,2023-01-13,Food products,Retail,United Kingdom,England,Cirencester,Wholesale/Retail,1-9,chicp.co.uk
MUD Jeans International,2024-09-09,Apparel,Retail,Netherlands The,North Holland,Laren,Wholesale/Retail,10-49,www.mudjeans.com
Dallund Slot,2023-06-21,Accommodation,Accommodation & food service,Denmark,Region of Southern Denmark,Søndersø,Service with Significant Environmental Footprint,1-9,www.dallund.dk
BAÛBO,2024-03-05,Personal care products,Retail,France,Paris,Paris,Wholesale/Retail,1-9,www.baubo.fr
Studio Henk,2023-01-23,Furniture,Retail,Netherlands The,Noord Holland,Amsterdam,Wholesale/Retail,10-49,www.studio-henk.nl
Jamie Oliver Group Limited,2024-01-31,Restaurants & food service,Accommodation & food service,United Kingdom,United Kingdom,London,Service,50-249,www.jamieolivergroup.com
Soanua Limited (t/a Rise & Fall),2024-02-20,General retail via Internet,Retail,United Kingdom,London Borough of Brent,London,Wholesale/Retail,10-49,www.riseandfall.co
Staark Cycling Ltd,2022-04-11,Sports goods,Retail,United Kingdom,London Borough of Camden,London,Wholesale/Retail,1-9,www.staark.cc
Bird & Blend Tea Ltd.,2022-10-07,Food products,Retail,United Kingdom,East Sussex,Goring-by-Sea,Wholesale/Retail,50-249,www.birdandblend.com
MOTOCARD,2022-12-12,Sports goods,Retail,Spain,Catalonia,Barcelona,Wholesale/Retail,50-249,motocard.com
Renais,2024-09-23,Beverages,Retail,United Kingdom,Oxfordshire,Poole,Wholesale/Retail,1-9,https://www.renais.co.uk/
SAVE THE DUCK S.p.A.,2023-07-12,Apparel,Retail,Italy,Lombardy,Milano,Wholesale/Retail,50-249,www.savetheduck.it
Naturalpes,2023-01-24,Personal care products,Retail,Switzerland,Canton of Valais,Martigny,Wholesale/Retail,1-9,naturalpes.ch
RACER,2023-02-16,Textiles,Retail,France,Provence-Alpes-Côte d'Azur,Salon de Provence,Wholesale/Retail,10-49,www.racergloves.com/fr
Aninsu UG (haftungsbeschränkt),2023-08-29,Personal care products,Retail,Germany,Berlin,Berlin,Wholesale/Retail,0,www.aninsu.de
Moth Drinks Ltd,2023-08-30,Beverages,Retail,United Kingdom,United Kingdom,London,Wholesale/Retail,10-49,https://mothdrinks.com/
Joanie Ltd,2023-08-21,Apparel,Retail,United Kingdom,Manchester,Manchester,Wholesale/Retail,10-49,www.joanieclothing.com
Bare Kind,2023-10-09,Apparel,Retail,United Kingdom,Kent,Maidstone,Wholesale/Retail,1-9,www.barekind.com
ECOstyle Holding B.V.,2024-10-01,Other retail sale,Retail,Netherlands The,Friesland,Oosterwolde,Wholesale/Retail,50-249,www.ecostyle.nl
Liz Earle Beauty Co Ltd,2024-09-25,Personal care products,Retail,United Kingdom,Isle of Wight,Ryde,Wholesale/Retail,250-999,www.lizearle.com
Benjie of  Switzerland,2025-03-11,Apparel,Retail,Switzerland,Canton of Geneva,Genève,Wholesale/Retail,1-9,www.benjie.ch
Monpure Ltd,2024-05-04,Personal care products,Retail,United Kingdom,London Borough of Camden,London,Wholesale/Retail,10-49,www.monpure.com
ThinK Wine Group,2023-03-20,Beverages,Retail,United Kingdom,Liverpool,Liverpool,Wholesale/Retail,1-9,www.thinkwinegroup.co.uk
Freddie's Flowers,2023-04-20,Other retail sale,Retail,United Kingdom,England,London,Wholesale/Retail,250-999,www.freddiesflowers.com
Dreamore Ltd (trading as JustWears),2023-03-14,Textiles,Retail,United Kingdom,City of London,London,Wholesale/Retail,1-9,just-wears.com
1 People A/S,2024-03-09,Apparel,Retail,Denmark,Capital Region of Denmark,Copenhagen,Wholesale/Retail,10-49,www.1people.com
Give Us This Day T/A Lettice Events,2023-09-23,Event catering & related,Accommodation & food service,United Kingdom,London Borough of Lambeth,London,Service with Significant Environmental Footprint,10-49,letticeevents.com
DAME.,2022-10-06,Personal care products,Retail,United Kingdom,City of London,London,Wholesale/Retail,10-49,www.wearedame.co
ARCHIBALD DISTILLATIONS,2023-04-05,Beverages,Retail,France,Aquitaine,Bordeaux,Wholesale/Retail,1-9,www.archibaldtonic.com
FOLDE Dorset Ltd,2024-04-02,Books or other media,Retail,United Kingdom,Dorset,Shaftesbury,Wholesale/Retail,0,www.foldedorset.com
"Sanjoanina Fábrica de Calçado, Lda.",2023-04-17,Apparel,Retail,Portugal,Porto,Porto,Wholesale/Retail,1-9,https://hirundo.pt/
Artisan Drinks,2024-11-08,Beverages,Retail,United Kingdom,United Kingdom,Norfolk,Wholesale/Retail,10-49,https://artisandrinks.com/
Reskinned,2025-03-25,Apparel,Retail,United Kingdom,London Borough of Newham,London,Wholesale/Retail,10-49,https://www.reskinned.clothing/
KINGSLEY HEALTHCARE LIMITED,2025-03-27,Residential nursing care,Human health & social work,United Kingdom,Suffolk,Lowestoft,Service with Significant Environmental Footprint,1000+,www.kingsleyhealthcare.co.uk
"MYALMA 2019, S.L.",2021-12-14,Personal care products,Retail,Spain,Madrid,Madrid,Wholesale/Retail,1-9,www.myalma.es
Dash Water,2024-04-29,Beverages,Retail,United Kingdom,City of Westminster,London,Wholesale/Retail,10-49,dash-water.com
Form,2022-08-31,Food products,Retail,United Kingdom,United Kingdom,London,Wholesale/Retail,1-9,formnutrition.com
Mollie's Motels Limited,2024-09-18,Accommodation,Accommodation & food service,United Kingdom,City of London,London,Service with Significant Environmental Footprint,50-249,www.mollies.com
Quipment SAS,2024-12-24,Medical & dental supplies,Retail,France,Lorraine,Nancy,Wholesale/Retail,50-249,www.quipment.fr/fr/accueil.html
Armada Hotel,2023-05-16,Accommodation,Accommodation & food service,Ireland,County Clare,Milltown Malbay,Service with Significant Environmental Footprint,50-249,www.armadahotel.com
Huel Limited,2023-06-26,Food products,Retail,United Kingdom,Hertfordshire,Tring,Wholesale/Retail,50-249,www.huel.com
Crumbs Brewing,2023-05-24,Beverages,Retail,United Kingdom,Surrey,Reigate,Wholesale/Retail,0,www.crumbsbrewing.co.uk
Renewaball,2023-08-10,Sports goods,Retail,Netherlands The,North Holland,Amsterdam,Wholesale/Retail,1-9,Renewaball.com
CABAÏA,2022-09-01,Apparel,Retail,France,Île-de-France,PARIS,Wholesale/Retail,50-249,www.cabaia.fr
Hôtel Elysée Val d'Europe,2025-03-21,Accommodation,Accommodation & food service,France,Île-de-France,Serris,Service with Significant Environmental Footprint,50-249,https://www.hotelelysee.com/
DiVERGE,2023-08-07,Apparel,Retail,Portugal,Porto,Macieira da Lixa,Wholesale/Retail,10-49,www.diverge-sneakers.com
Anotherway,2022-07-26,Other retail sale,Retail,France,Provence-Alpes-Côte d'Azur,Marseille,Wholesale/Retail,10-49,www.another-way.com
Performance Lab Group Ltd,2023-08-06,Food products,Retail,United Kingdom,Warwickshire,Leamington Spa,Wholesale/Retail,10-49,https://global.performancelab.com/
Ekster,2023-05-29,Leather & related products,Retail,Netherlands The,North Holland,Amsterdam,Wholesale/Retail,10-49,www.ekster.com
Innocent Health Limited,2023-05-31,Food products,Retail,United Kingdom,Royal Borough of Kensington and Chelsea,London,Wholesale/Retail,1-9,https://www.novomins.com
Simplelifeco UK LTD,2023-06-01,General retail via Internet,Retail,United Kingdom,Caerphilly County Borough,Caerphilly,Wholesale/Retail,0,www.simplelifeco.uk
Balance Me,2022-11-11,Personal care products,Retail,United Kingdom,London Borough of Islington,London,Wholesale/Retail,10-49,www.balanceme.com
CONQUERYOURDAY SAS,2024-09-12,Other human health,Human health & social work,France,Paris,Paris,Service,1-9,www.conqueryourday.com
JHO,2024-03-01,Personal care products,Retail,France,Pays de la Loire,Nantes,Wholesale/Retail,1-9,www.jho.fr
"TRAZA FURNITURE, S.L.",2023-12-18,Furniture,Retail,Spain,Catalonia,Barcelona,Wholesale/Retail,1-9,www.trazafurniture.com
Unbottled,2023-06-27,Personal care products,Retail,France,Île-de-France,Paris,Wholesale/Retail,1-9,https://unbottled.co/
Lintbells Health Limited,2023-12-08,Other retail sale,Retail,United Kingdom,Hertfordshire,Weston,Wholesale/Retail,50-249,https://yumove.co.uk/
Fiorito B.V.,2024-01-05,Beverages,Retail,Netherlands The,North Holland,Amsterdam,Wholesale/Retail,1-9,www.fioritolimoncello.it
Mama Bamboo Ltd,2024-01-15,Personal care products,Retail,United Kingdom,Hertfordshire,Hemel,Wholesale/Retail,1-9,www.mamabamboo.com
The White Company Ltd,2024-02-28,General stores,Retail,United Kingdom,London Borough of Hammersmith and Fulham,London,Wholesale/Retail,1000+,www.thewhitecompany.com/uk
World Extreme Medicine Ltd,2024-04-10,Other human health,Human health & social work,United Kingdom,Devon,Axminster,Service with Significant Environmental Footprint,10-49,worldextrememedicine.com
The Gut Stuff Limited,2021-12-22,Other human health,Human health & social work,United Kingdom,England,London,Service,1-9,www.thegutstuff.com
Natures Journey Ltd,2024-09-26,Personal care products,Retail,United Kingdom,Isle of Wight,Ryde,Wholesale/Retail,1-9,www.naturesjourney.co.uk
Cuida Care Marketing (Cuideo),2023-08-21,Home health care,Human health & social work,Spain,Catalonia,Barcelona,Service,50-249,https://cuideo.com/
neu.land GmbH,2022-11-14,General retail via Internet,Retail,Germany,Hamburg,Hamburg,Wholesale/Retail,1-9,www.neu.land
Lisa Franklin London,2024-02-19,Personal care products,Retail,United Kingdom,Royal Borough of Kensington and Chelsea,London,Wholesale/Retail,10-49,https://www.lisafranklin.london
Good Rootz BV,2024-12-30,Beverages,Retail,Netherlands The,South Holland,Den Hague,Wholesale/Retail,1-9,www.sapinca.com
SURI,2023-04-18,Personal care products,Retail,United Kingdom,England,London,Wholesale/Retail,1-9,www.trysuri.com
HF Holidays,2024-04-08,Accommodation,Accommodation & food service,United Kingdom,Hertfordshire,Hertfordshire,Service with Significant Environmental Footprint,250-999,www.hfholidays.co.uk
THE PACK,2023-10-23,Food products,Retail,United Kingdom,London Borough of Hackney,London,Wholesale/Retail,1-9,thepackpet.com
incognito,2024-09-09,Personal care products,Retail,United Kingdom,Royal Borough of Kensington and Chelsea,London,Wholesale/Retail,1-9,https://www.lessmosquito.com/
Social Pantry,2024-09-16,Event catering & related,Accommodation & food service,United Kingdom,London Borough of Wandsworth,London,Service with Significant Environmental Footprint,50-249,https://socialpantry.co.uk
Eating Point,2025-04-09,Event catering & related,Accommodation & food service,Belgium,Brussels-Capital Region,Bruxelles,Service with Significant Environmental Footprint,1-9,www.eatingpoint.be
Dashel Helmets Limited,2024-09-09,Sports goods,Retail,United Kingdom,Gloucestershire,Stroud,Wholesale/Retail,1-9,www.dashel.co.uk
Ossa Organic,2022-04-05,Food products,Retail,United Kingdom,London Borough of Hammersmith and Fulham,London,Wholesale/Retail,0,www.ossaorganic.com
The Makers Food GmbH,2021-10-20,Food products,Retail,Germany,Berlin,Berlin,Wholesale/Retail,10-49,www.themakersfood.com
Grub Club Pets,2024-09-25,Food products,Retail,United Kingdom,London Borough of Hackney,London,Wholesale/Retail,1-9,www.mygrubclub.com
Isla Health,2024-09-28,Technology-based support services,Human health & social work,United Kingdom,London Borough of Harrow,London,Service,10-49,https://isla.health/
Heavenly Necklaces,2024-09-30,Jewelry & related articles,Retail,United Kingdom,Wiltshire,MARLBOROUGH,Wholesale/Retail,1-9,www.heavenlylondon.com
Yumeko,2025-03-05,Textiles,Retail,Netherlands The,North Holland,Amsterdam,Wholesale/Retail,10-49,www.yumeko.nl
Stripe & Stare,2022-07-17,Apparel,Retail,United Kingdom,Devon,Yelverton,Wholesale/Retail,10-49,www.stripeandstare.com
Primal Soles,2024-11-05,Apparel,Retail,Netherlands The,South Holland,Sassenheim,Wholesale/Retail,0,https://primalsoles.com/
Punchy Drinks,2021-11-18,Beverages,Retail,United Kingdom,City of London,London,Wholesale/Retail,1-9,www.punchydrinks.com
Cortazu BV,2021-12-13,Apparel,Retail,Netherlands The,North Holland,Amsterdam,Wholesale/Retail,1-9,cortazu.com
Wopilo (Better Path SAS),2022-11-14,Other retail sale,Retail,France,Paris,Paris,Wholesale/Retail,10-49,https://wopilo.com
Inovacomm SA,2022-08-15,General retail via Internet,Retail,Switzerland,Canton of Vaud,Prilly,Wholesale/Retail,10-49,www.inovacomm.ch
Tropical Mountains,2025-03-28,Beverages,Retail,Switzerland,Canton of Zug,Zug,Wholesale/Retail,1-9,www.tropicalmountains.com
TRUFFAUT,2022-05-10,Other retail sale,Retail,France,Île-de-France,LISSES,Wholesale/Retail,1000+,WWW.TRUFFAUT.COM
MoEa,2024-12-11,Textiles,Retail,France,Île-de-France,Paris,Wholesale/Retail,1-9,www.moea.io
Avallen Spirits BV,2024-11-21,Beverages,Retail,Netherlands The,Amsterdam,Amsterdam,Wholesale/Retail,1-9,avallenspirits.com
Serencroft,2024-12-10,Home health care,Human health & social work,United Kingdom,Royal Borough of Kensington and Chelsea,London,Service with Significant Environmental Footprint,50-249,https://serencroft.com/
Colette Lab,2022-09-08,Food products,Retail,France,Île-de-France,Paris,Wholesale/Retail,0,www.colettelab.co
Dryrobe®,2022-08-31,Apparel,Retail,United Kingdom,Devon,Braunton,Wholesale/Retail,10-49,dryrobe.com
Inhabit Hotels,2023-01-12,Accommodation,Accommodation & food service,United Kingdom,City of London,London,Service with Significant Environmental Footprint,10-49,www.inhabithotels.com
Cozie,2022-07-30,Personal care products,Retail,France,Hauts de france,Lille,Wholesale/Retail,1-9,www.cozie-bio.com
MOB REPUBLIC,2025-02-05,Accommodation,Accommodation & food service,France,Île-de-France,PARIS,Service with Significant Environmental Footprint,50-249,www.mobhotel.com
Sheep Inc.,2025-03-28,Apparel,Retail,United Kingdom,,,Wholesale/Retail,10-49,www.sheepinc.com
Aduna Superfoods,2022-08-18,Food products,Retail,United Kingdom,City of London,London,Wholesale/Retail,1-9,www.aduna.com
Paper On The Rocks,2021-12-08,Paper & paper products,Retail,Netherlands The,Utrecht,Amersfoort,Wholesale/Retail,1-9,www.paperontherocks.com
Lick Home,2022-09-21,Other retail sale,Retail,United Kingdom,City of London,London,Wholesale/Retail,50-249,www.lick.com
Marealis AS,2022-12-23,Pharmaceutical products,Retail,Norway,Troms,Tromsø,Wholesale/Retail,1-9,www.Marealis.com
Alter Ego,2022-07-20,Books or other media,Retail,France,Occitania,Toulouse,Wholesale/Retail,1-9,www.alterego-communication.com
The New Craft House Ltd,2025-02-03,Textiles,Retail,United Kingdom,London Borough of Hackney,London,Wholesale/Retail,1-9,thenewcrafthouse.com
KARINE SA,2024-12-27,Leather & related products,Retail,France,Île-de-France,Paris,Wholesale/Retail,250-999,https://www.jonak-paris.com/
Spruce,2022-01-24,Cleaning products,Retail,United Kingdom,London Borough of Hackney,London,Wholesale/Retail,0,www.wearespruce.co
Rise food & drink ltd,2025-01-23,Beverages,Retail,United Kingdom,City of London,London,Wholesale/Retail,0,www.risecoffeebox.co.uk
MODU ApS,2025-01-28,Games & toys,Retail,Denmark,Capital Region of Denmark,Copenhagen,Wholesale/Retail,1-9,www.modutoy.com
Dishoom,2024-08-01,Restaurants & food service,Accommodation & food service,United Kingdom,United Kingdom,London,Service with Significant Environmental Footprint,1000+,https://www.dishoom.com/
The Lost Gardens Of Heligan,2024-10-11,Other retail sale,Retail,United Kingdom,Cornwall,St Austell,Wholesale/Retail,50-249,https://www.heligan.com/
Jermyn Street Design,2025-03-08,Apparel,Retail,United Kingdom,London Borough of Hammersmith and Fulham,London,Wholesale/Retail,10-49,www.jsd.co.uk
Finisterre,2021-09-20,Apparel,Retail,United Kingdom,Cornwall,St Agnes,Wholesale/Retail,50-249,www.finisterre.com
Hannun,2021-09-23,Furniture,Retail,Spain,Catalonia,Matadepera,Wholesale/Retail,10-49,hannun.com
Not Another Beer Co Limited trading as Lucky Saint,2022-11-22,Beverages,Retail,United Kingdom,London Borough of Hammersmith and Fulham,London,Wholesale/Retail,10-49,luckysaint.co
Sorgente B.V.,2024-05-22,Medical & dental supplies,Retail,Netherlands The,Utrecht,Houten,Wholesale/Retail,50-249,www.sorgente.nl
Nature et Decouvertes,2021-09-01,Other retail sale,Retail,France,Île-de-France,Versailles,Wholesale/Retail,1000+,www.natureetdecouvertes.com
Toast Brewing,2024-11-03,Beverages,Retail,United Kingdom,London Borough of Camden,London,Wholesale/Retail,10-49,www.toastbrewing.com
BeePlanet Factory SL,2024-06-06,Electrical equipment,Retail,Spain,Navarra,Orkoien,Wholesale/Retail,10-49,www.beeplanetfactory.com
API Distribution SAS,2025-04-15,General stores,Retail,France,Nouvelle-Aquitaine,SAINT-PALAIS-DE-NEGRIGNAC,Wholesale/Retail,50-249,https://api-masuperette.fr/
Farmy AG,2022-05-11,Food products,Retail,Switzerland,Zurich,Zurich,Wholesale/Retail,250-999,www.farmy.ch
hudi,2023-03-31,Restaurants & food service,Accommodation & food service,France,Île-de-France,NOISY-LE-SEC,Service with Significant Environmental Footprint,50-249,www.hudi.fr
Big Green Smile Ltd,2023-09-12,Personal care products,Retail,United Kingdom,Buckinghamshire,Amersham,Wholesale/Retail,10-49,www.biggreensmile.com
Fussy,2023-03-22,Personal care products,Retail,United Kingdom,London Borough of Tower Hamlets,London,Wholesale/Retail,1-9,www.getfussy.com
Jelley Distilleries Limited,2022-05-11,Beverages,Retail,United Kingdom,Northamptonshire,Brixworth,Wholesale/Retail,0,www.jelleydistilleries.co.uk
TIPTOE,2022-10-21,Furniture,Retail,France,Paris,Paris,Wholesale/Retail,10-49,tiptoe.fr
Everdrop GmbH,2023-05-05,Cleaning products,Retail,Germany,Bavaria,Munich,Wholesale/Retail,50-249,www.everdrop.com
Oma's Soep BV,2024-08-06,Food products,Retail,Netherlands The,North Holland,Amsterdam,Wholesale/Retail,1-9,www.omassoep.nl
Db Equipment AS,2023-10-04,Sports goods,Retail,Norway,Oslo,Oslo,Wholesale/Retail,50-249,www.dbjourney.com
Santa Francesca Cabrini srl - Società Benefit,2022-07-25,Other residential care,Human health & social work,Italy,Lodi,Ospedaletto Lodigiano,Service,1-9,www.santafrancescacabrini.com
Balibart,2023-11-21,Other retail sale,Retail,France,Île-de-France,SAINT-DENIS,Wholesale/Retail,10-49,https://www.panopli.co/
Project Blu,2022-09-13,Other retail sale,Retail,United Kingdom,City and County of Cardiff,Cardiff,Wholesale/Retail,1-9,projectblu.co
Danone Nutricia Nederland BV,2024-12-12,Food products,Retail,Netherlands The,South Holland,Zoetermeer,Wholesale/Retail,250-999,www.danonenederland.nl
Places Paris,2025-02-10,Restaurants & food service,Accommodation & food service,France,Île-de-France,PARIS,Service,1-9,www.placesparis.com
Trainspotters Ltd,2023-05-18,Electrical equipment,Retail,United Kingdom,Gloucestershire,Stroud,Wholesale/Retail,1-9,www.trainspotters.co.uk
When in Rome Wine Ltd,2023-10-06,Beverages,Retail,United Kingdom,Gloucestershire,"Stroud, Glos",Wholesale/Retail,1-9,www.wheninromewine.com
Emerald Stay,2022-10-01,Accommodation,Accommodation & food service,Switzerland,Canton of Geneva,Geneve,Service with Significant Environmental Footprint,10-49,emeraldstay.com
Social Supermarket,2025-04-17,Other retail sale,Retail,United Kingdom,London Borough of Camden,London,Wholesale/Retail,10-49,www.socialsupermarket.org
ODAJE ( ex M.Moustache),2024-02-22,Apparel,Retail,France,Paris,Paris,Wholesale/Retail,10-49,www.odaje.com
Hush Homewear Ltd,2024-06-26,Apparel,Retail,United Kingdom,London Borough of Lambeth,London,Wholesale/Retail,50-249,www.hush-uk.com
IAMRUNBOX,2021-12-16,Sports goods,Retail,Sweden,Skåne County,LUND,Wholesale/Retail,10-49,iamrunbox.com
Nutrisure Ltd,2022-08-01,Food products,Retail,United Kingdom,Somerset,Bath,Wholesale/Retail,10-49,www.naturya.com
Brava Fabrics S.L.,2023-03-28,Apparel,Retail,Spain,Catalonia,Barcelona,Wholesale/Retail,10-49,www.bravafabrics.com
Stoov Holding B.V.,2023-12-21,Textiles,Retail,Netherlands The,Utrecht,Utrecht,Wholesale/Retail,10-49,https://www.stoov.com/
Gousto,2021-08-24,Food products,Retail,United Kingdom,London,London,Wholesale/Retail,1000+,www.gousto.co.uk
Pangaia Materials Science Limited,2022-12-01,Textiles,Retail,United Kingdom,City of London,London,Wholesale/Retail,50-249,thepangaia.com
ACBC,2024-08-14,Apparel,Retail,Italy,Metropolitan City of Milan,Milano,Wholesale/Retail,10-49,www.acbc.com
Bower Collective,2025-02-11,Personal care products,Retail,United Kingdom,Somerset,Alhampton,Wholesale/Retail,10-49,www.bowercollective.com
Carlowrie Castle Ltd,2024-04-17,Event catering & related,Accommodation & food service,United Kingdom,Scotland,Kirkliston,Service with Significant Environmental Footprint,10-49,www.carlowriecastle.co.uk
GrowGrows,2023-06-29,Apparel,Retail,United Kingdom,Manchester,Manchester,Wholesale/Retail,1-9,www.growgrows.com
Dynamo The Good Compay Srl Società Benefit,2023-04-10,Apparel,Retail,Italy,Pistoia,San Marcello Piteglio,Wholesale/Retail,1-9,www.dynamoshop.it
CHLOE,2024-11-26,Other retail sale,Retail,France,Paris,PARIS,Wholesale/Retail,1000+,www.chloe.com
bol.com,2023-06-01,General retail via Internet,Retail,Netherlands The,Utrecht,Utrecht,Wholesale/Retail,1000+,www.bol.com
kencko,2024-06-18,Food products,Retail,Portugal,Lisbon,LIsboa,Wholesale/Retail,50-249,www.kencko.com
The Furniture Practice,2023-03-10,Furniture,Retail,United Kingdom,London Borough of Islington,London,Wholesale/Retail,50-249,www.thefurniturepractice.com
Robingood,2021-02-19,Food products,Retail,Spain,Barcelona,Barcelona,Wholesale/Retail,1-9,robingood.es
Sulo Ravintolat Oy,2025-02-28,Restaurants & food service,Accommodation & food service,Finland,Eastern Finland Province,Joensuu,Service with Significant Environmental Footprint,10-49,www.ravintolasulo.fi
Social Impact Factory,2022-03-17,Accommodation,Accommodation & food service,Netherlands The,Utrecht,Utrecht,Service with Significant Environmental Footprint,1-9,www.socialimpactfactory.com
KF srl Società Benefit,2023-05-29,Computers & electronics,Retail,Italy,Emilia-Romagna,Modena,Wholesale/Retail,10-49,www.keyfuture.com
Baïa,2021-10-29,Food products,Retail,Spain,Madrid,Madrid,Wholesale/Retail,1-9,baiafood.com
